"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"US1TXNU0090","CORPUS CHRISTI 5.1 WNW, TX US","27.736549","-97.368309","6.7","2022-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.07",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0090","CORPUS CHRISTI 5.1 WNW, TX US","27.736549","-97.368309","6.7","2022-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.92",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0090","CORPUS CHRISTI 5.1 WNW, TX US","27.736549","-97.368309","6.7","2022-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.69",",a,,N",,,,,,,,,,,,,,,,
"US1TXNU0090","CORPUS CHRISTI 5.1 WNW, TX US","27.736549","-97.368309","6.7","2023-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.47","1,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0090","CORPUS CHRISTI 5.1 WNW, TX US","27.736549","-97.368309","6.7","2023-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.70","2,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0090","CORPUS CHRISTI 5.1 WNW, TX US","27.736549","-97.368309","6.7","2023-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.11","1,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0090","CORPUS CHRISTI 5.1 WNW, TX US","27.736549","-97.368309","6.7","2023-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.33","3,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0090","CORPUS CHRISTI 5.1 WNW, TX US","27.736549","-97.368309","6.7","2023-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.29","5,a,,N",,,,,,,,,,,,,,,,
"US1TXNU0090","CORPUS CHRISTI 5.1 WNW, TX US","27.736549","-97.368309","6.7","2023-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.74","5,a,,N",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2011-08",,,,,,,"1",",7","0",",7",,,,,,,,,,,,,,,,,,,,,"0.02",",,7,26,",,,,,,,,,,,,,,,,,,,"0.02",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2011-09",,,,,,,"1",",7","1",",7",,,,,,,,,,,,,,,,,,,,,"1.31",",,7,16,",,,,,,,,,,,,,,,,,,,"1.31",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2011-10",,,,,,,"3",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.67",",,7,10,",,,,,,,,,,,,,,,,,,,"0.95",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2011-11",,,,,,,"2",",7","1",",7",,,,,,,,,,,,,,,,,,,,,"0.17",",,7,16,",,,,,,,,,,,,,,,,,,,"0.25",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2011-12",,,,,,,"6","2,7","2","2,7",,,,,,,,,,,,,,,,,,,,,"0.74","2,,7,11,",,,,,,,,,,,,,,,,,,,"1.54",",a,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2012-01",,,,,,,"5",",7","1",",7",,,,,,,,,,,,,,,,,,,,,"0.57",",,7,09,",,,,,,,,,,,,,,,,,,,"0.71",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2012-02",,,,,,,"11",",7","7",",7",,,,,,,,,,,,,,,,,,,,,"2.10",",,7,05,",,,,,,,,,,,,,,,,,,,"3.78",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2012-03",,,,,,,"7",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.52",",,7,20,",,,,,,,,,,,,,,,,,,,"0.93",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2012-04",,,,,,,"3",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"0.95",",,7,16,",,,,,,,,,,,,,,,,,,,"2.00",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2012-05",,,,,,,"2",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"7.67",",,7,11,",,,,,,,,,,,,,,,,,,,"8.05",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2012-06",,,,,,,"4","2,7","3","2,7",,,,,,,,,,,,,,,,,,,,,"0.56","2,,7,21,",,,,,,,,,,,,,,,,,,,"1.13","2,,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2012-07",,,,,,,"4",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.31",",,7,01,",,,,,,,,,,,,,,,,,,,"0.65",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2012-08",,,,,,,"0",",7","0",",7",,,,,,,,,,,,,,,,,,,,,"0.00",",,7,31,+",,,,,,,,,,,,,,,,,,,"0.00",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2012-09",,,,,,,"7",",7","5",",7",,,,,,,,,,,,,,,,,,,,,"1.65",",,7,29,",,,,,,,,,,,,,,,,,,,"5.03",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2012-10",,,,,,,"2",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"1.09",",,7,16,",,,,,,,,,,,,,,,,,,,"1.28",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2012-11",,,,,,,"4",",7","1",",7",,,,,,,,,,,,,,,,,,,,,"1.45",",,7,04,",,,,,,,,,,,,,,,,,,,"1.62",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2012-12",,,,,,,"2",",7","0",",7",,,,,,,,,,,,,,,,,,,,,"0.04",",,7,05,",,,,,,,,,,,,,,,,,,,"0.05",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2013-01",,,,,,,"6","2,7","3","2,7",,,,,,,,,,,,,,,,,,,,,"1.42","2,,7,09,",,,,,,,,,,,,,,,,,,,"2.16",",a,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2013-02",,,,,,,"5",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"2.82",",,7,07,",,,,,,,,,,,,,,,,,,,"3.12",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2013-03",,,,,,,"1",",7","0",",7",,,,,,,,,,,,,,,,,,,,,"0.05",",,7,10,",,,,,,,,,,,,,,,,,,,"0.05",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2013-04",,,,,,,"6",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"3.75",",,7,30,",,,,,,,,,,,,,,,,,,,"5.09",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2013-05",,,,,,,"2","3,7","1","3,7",,,,,,,,,,,,,,,,,,,,,"0.32","3,,7,26,",,,,,,,,,,,,,,,,,,,"0.84",",a,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2013-06",,,,,,,"5",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"1.10",",,7,08,",,,,,,,,,,,,,,,,,,,"2.19",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2013-07",,,,,,,"5",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"0.97",",,7,18,",,,,,,,,,,,,,,,,,,,"1.91",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2013-08",,,,,,,"3",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"2.07",",,7,21,",,,,,,,,,,,,,,,,,,,"4.11",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2013-09",,,,,,,"8","2,7","6","2,7",,,,,,,,,,,,,,,,,,,,,"1.04","2,,7,30,",,,,,,,,,,,,,,,,,,,"3.74",",a,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2013-10",,,,,,,"2",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"2.40",",,7,22,",,,,,,,,,,,,,,,,,,,"2.92",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2013-11",,,,,,,"7",",7","4",",7",,,,,,,,,,,,,,,,,,,,,"0.94",",,7,01,",,,,,,,,,,,,,,,,,,,"1.79",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2014-02",,,,,,,"10",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.43",",,7,27,",,,,,,,,,,,,,,,,,,,"0.81",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2014-03",,,,,,,"10",",7","5",",7",,,,,,,,,,,,,,,,,,,,,"0.71",",,7,04,",,,,,,,,,,,,,,,,,,,"1.45",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2014-04",,,,,"175",",7","6",",7","0",",7",,,,,"0",",7","0",",7","0",",7","27",",7","1",",7","47",",7,15,",,,,,"0.08",",,7,06,","92",",7,30,",,,,,"18",",7",,,,,,,,,,,"0.25",",,,7",,,"70.2",",7","76.2",",,,7","64.3",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2014-05",,,,,"300",",7","5",",7","3",",7",,,,,"0",",7","0",",7","0",",7","31",",7","1",",7","56",",7,04,",,,,,"1.20",",,7,13,","90",",7,29,",,,,,"0",",7",,,,,,,,,,,"3.09",",,,7",,,"74.7",",7","80.5",",,,7","68.9",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2014-06",,,,,"542",",7","3",",7","1",",7",,,,,"0",",7","0",",7","0",",7","30",",7","1",",7","73",",7,03,+",,,,,"0.16",",,7,26,","90",",7,11,",,,,,"0",",7",,,,,,,,,,,"0.22",",,,7",,,"83.1",",7","88.2",",,,7","77.9",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2014-07",,,,,"565",",7","2",",7","2",",7",,,,,"0",",7","0",",7","0",",7","31",",7","11",",7","72",",7,11,",,,,,"0.92",",,7,11,","90",",7,29,+","0",,,,"0",",7",,,,,,,,,,,"1.22",",,,7",,,"83.2",",7","88.6",",,,7","77.9",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2014-08",,,,,"587",",7","6",",7","5",",7",,,,,"0",",7","0",",7","0",",7","31",",7","20",",7","74",",7,30,+",,,,,"0.32",",,7,29,","94",",7,08,","0",,,,"0",",7",,,,,,,,,,,"1.01",",,,7",,,"83.9",",7","89.8",",,,7","78.1",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2014-09",,,,,"489",",7","18",",7","10",",7",,,,,"0",",7","0",",7","0",",7","30",",7","10",",7","68",",7,28,",,,,,"0.98",",,7,30,+","92",",7,11,","0",,,,"0",",7",,,,,,,,,,,"4.49",",,,7",,,"81.3",",7","87.1",",,,7","75.5",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2014-10",,,,,"394",",7","9",",7","5",",7",,,,,"0",",7","0",",7","0",",7","31",",7","0",",7","60",",7,15,",,,,,"2.01",",,7,21,","89",",7,14,+","0",,,,"0",",7",,,,,,,,,,,"3.39",",,,7",,,"77.7",",7","84.0",",,,7","71.5",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2014-11",,,,,"62",",7","12",",7","6",",7",,,,,"0",",7","0",",7","0",",7","15",",7","0",",7","35",",7,13,",,,,,"1.20",",,7,23,","83",",7,05,","179",,,,"179",",7",,,,,,,,,,,"3.72",",,,7",,,"61.1",",7","67.8",",,,7","54.4",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2014-12",,,,,"31",",7","13",",7","4",",7",,,,,"0",",7","0",",7","0",",7","13",",7","0",",7","40",",7,30,+",,,,,"0.64",",,7,28,","75",",7,15,+","331",,,,"151",",7",,,,,,,,,,,"1.30",",,,7",,,"61.1",",7","67.2",",,,7","55.1",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2015-01",,,"0","7","0",",7","11",",7","4",",7",,,,,"0",",7","0",",7","0",",7","3",",7","0",",7","35",",7,10,+",,,,,"1.03",",,7,23,","76",",7,29,+","784","7",,,"453",",7",,,,,,,,,,,"2.49",",,,7",,,"50.4",",7","57.1",",,,7","43.6",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2015-02",,,"3","7","3",",7","10",",7","4",",7",,,,,"0",",7","0",",7","0",",7","5",",7","0",",7","35",",7,25,",,,,,"1.22",",,7,04,","74",",7,22,+","1048","7",,,"264",",7",,,,,,,,,,,"2.40",",,,7",,,"55.7",",7","62.6",",,,7","48.8",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2015-03",,,"32","7","29","1,7","14",",7","8",",7",,,,,"0","1,7","0","1,7","0","1,7","13","1,7","0","1,7","39","1,7,06,+",,,,,"1.60",",,7,09,","76","1,7,26,","1205","7",,,"157","1,7",,,,,,,,,,,"5.89",",,,7",,,"60.7","1,7","66.4","1,,,7","55.0","1,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2015-04",,,"223","7","191","1,7","13","2,7","7","2,7",,,,,"0","1,7","0","1,7","0","1,7","29","1,7","0","1,7","55","1,7,29,",,,,,"1.10","2,,7,23,","83","1,7,28,","1205","7",,,"0","1,7",,,,,,,,,,,"5.08",",a,,7",,,"71.6","1,7","76.7","1,,,7","66.5","1,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2015-05",,,,,,,"6",",7","6",",7",,,,,,,,,,,,,,,,,,,,,"5.80",",,7,12,",,,,,,,,,,,,,,,,,,,"14.95",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2015-06",,,,,,,"8",",7","5",",7",,,,,,,,,,,,,,,,,,,,,"4.71",",,7,17,",,,,,,,,,,,,,,,,,,,"6.61",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2015-07",,,,,"568",",7","2",",7","2",",7",,,,,"0",",7","0",",7","0",",7","31",",7","6",",7","71",",7,02,",,,,,"0.95",",,7,02,","91",",7,14,","0","7",,,"0",",7",,,,,,,,,,,"1.16",",,,7",,,"83.3",",7","88.5",",,,7","78.2",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2015-08",,,,,,,"4",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.33",",,7,21,",,,,,,,,,,,,,,,,,,,"0.54",",,,7",,,,,,,,,,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2015-09",,,,,"500","1,7","10",",7","5",",7",,,,,"0","1,7","0","1,7","0","1,7","29","1,7","7","1,7","71","1,7,29,+",,,,,"1.51",",,7,12,","91","1,7,13,+",,,,,"0","1,7",,,,,,,,,,,"3.06",",,,7",,,"82.2","1,7","87.8","1,,,7","76.6","1,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2015-10",,,,,"334","4,7","8",",7","5",",7",,,,,"0","4,7","0","4,7","0","4,7","26","4,7","2","4,7","62","4,7,28,+",,,,,"1.80",",,7,25,","90","4,7,02,+",,,,,"0","4,7",,,,,,,,,,,"4.38",",,,7",,,"77.4","4,7","83.0","4,,,7","71.7","4,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2015-11",,,,,"141","2,7","11",",7","3",",7",,,,,"0","2,7","0","2,7","0","2,7","24","2,7","0","2,7","45","2,7,22,",,,,,"0.13",",,7,08,","84","2,7,07,",,,,,"52","2,7",,,,,,,,,,,"0.69",",,,7",,,"68.2","2,7","74.5","2,,,7","61.8","2,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2015-12",,,,,"38","5,7","7",",7","2",",7",,,,,"0","5,7","0","5,7","0","5,7","13","5,7","0","5,7","43","5,7,28,",,,,,"0.38",",,7,13,","78","5,7,24,",,,,,"130","5,7",,,,,,,,,,,"0.75",",,,7",,,"61.5","5,7","68.1","5,,,7","54.8","5,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2016-01",,,"0","7","0","1,7","11",",7","2",",7",,,,,"0","1,7","0","1,7","0","1,7","2","1,7","0","1,7","37","1,7,10,",,,,,"1.55",",,7,03,","76","1,7,16,",,,,,"303","1,7",,,,,,,,,,,"2.77",",,,7",,,"54.9","1,7","62.1","1,,,7","47.7","1,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2016-02",,,"23","7","23","1,7","3",",7","1",",7",,,,,"0",",7","0",",7","0","1,7","13","1,7","0","1,7","44",",7,09,",,,,,"0.10",",,7,23,","79","1,7,24,",,,,,"90","1,7",,,,,,,,,,,"0.17",",,,7",,,"62.4","1,7","69.2","1,,,7","55.5",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2016-03",,,"116","7","94","1,7","8",",7","3",",7",,,,,"0","1,7","0","1,7","0","1,7","28","1,7","0","1,7","49","1,7,21,",,,,,"3.30",",,7,10,","81","1,7,28,",,,,,"18","1,7",,,,,,,,,,,"5.06",",,,7",,,"67.5","1,7","73.4","1,,,7","61.7","1,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2016-04",,,"313","7","197","2,7","6",",7","3",",7",,,,,"0","2,7","0","2,7","0","2,7","28","2,7","0","2,7","54","2,7,04,+",,,,,"1.75",",,7,19,","85","2,7,01,",,,,,"6","2,7",,,,,,,,,,,"2.04",",,,7",,,"71.8","2,7","77.3","2,,,7","66.4","2,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2016-05",,,"654","7","340","4,7","8","1,7","4","1,7",,,,,"0","4,7","0","4,7","0","4,7","27","4,7","0","4,7","62","4,7,04,+",,,,,"12.50","1,,7,16,","89","4,7,01,",,,,,"0","4,7",,,,,,,,,,,"14.26","1,,,7",,,"77.6","4,7","83.3","4,,,7","71.9","4,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2016-06",,,"1147","7","493","1,7","10",",7","6",",7",,,,,"0","1,7","0","1,7","0","1,7","29","1,7","9","1,7","68","1,7,03,",,,,,"3.60",",,7,29,","91","1,7,29,+",,,,,"0","1,7",,,,,,,,,,,"6.24",",,,7",,,"82.0","1,7","87.7","1,,,7","76.3","1,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2016-07",,,"1729","7","582","1,7","1",",7","1",",7",,,,,"0","1,7","0","1,7","0","1,7","30","1,7","9","1,7","77","1,7,12,",,,,,"0.10",",,7,01,","91","1,7,31,+","0","7",,,"0","1,7",,,,,,,,,,,"0.10",",,,7",,,"84.4","1,7","88.8","1,,,7","80.0","1,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2016-08",,,"2316","7","587","1,7","7",",7","5",",7",,,,,"0",",7","0",",7","0","1,7","30","1,7","20","1,7","74",",7,30,+",,,,,"2.10",",,7,30,","92","1,7,30,+","0","7",,,"0","1,7",,,,,,,,,,,"3.81",",,,7",,,"84.5","1,7","89.7","1,,,7","79.4",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2016-09",,,"2852","7","536","1,7","12",",7","7",",7",,,,,"0","1,7","0","1,7","0","1,7","29","1,7","17","1,7","70","1,7,30,",,,,,"2.25",",,7,26,","92","1,7,18,+","0","7",,,"0","1,7",,,,,,,,,,,"4.92",",,,7",,,"83.5","1,7","89.2","1,,,7","77.8","1,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2016-10",,,"3276","7","424","1,7","3",",7","3",",7",,,,,"0","1,7","0","1,7","0","1,7","30","1,7","0","1,7","62","1,7,23,",,,,,"0.70",",,7,21,","89","1,7,19,+","0","7",,,"0","1,7",,,,,,,,,,,"1.30",",,,7",,,"79.1","1,7","84.7","1,,,7","73.6","1,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2016-11",,,"3464","7","189","2,7","9",",7","4",",7",,,,,"0","2,7","0","2,7","0","2,7","25","2,7","0","2,7","50","2,7,21,+",,,,,"0.70",",,7,06,","86","2,7,02,","16","7",,,"16","2,7",,,,,,,,,,,"1.65",",,,7",,,"71.2","2,7","76.7","2,,,7","65.6","2,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2016-12",,,"3495","7","31",",7","14",",7","2",",7",,,,,"0",",7","1",",7","0",",7","15",",7","0",",7","32",",7,19,",,,,,"0.20",",,7,04,","76",",7,14,","204","7",,,"188",",7",,,,,,,,,,,"0.77",",,,7",,,"59.9",",7","65.7",",,,7","54.2",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2017-01",,,"37",,"37",",7","8",",7","2",",7",,,,,"0",",7","2",",7","0",",7","18",",7","0",",7","24",",7,07,",,,,,"0.14",",,7,01,","80",",7,03,","395",,,,"191",",7",,,,,,,,,,,"0.46",",,,7",,,"60.0",",7","67.5",",,,7","52.6",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2017-02",,,"115",,"78",",7","7",",7","4",",7",,,,,"0",",7","0",",7","0",",7","21",",7","0",",7","48",",7,16,+",,,,,"1.00",",,7,20,","83",",7,23,","431",,,,"36",",7",,,,,,,,,,,"1.60",",,,7",,,"66.5",",7","73.2",",,,7","59.8",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2017-03",,,"268",,"153","1,7","8",",7","5",",7",,,,,"0",",7","0",",7","0","1,7","24","1,7","0","1,7","45",",7,14,",,,,,"2.16",",,7,11,","79","1,7,29,+","450",,,,"18","1,7",,,,,,,,,,,"5.07",",,,7",,,"69.2","1,7","74.4","1,,,7","63.9",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2017-04",,,"550",,"282",",7","4",",7","2",",7",,,,,"0",",7","0",",7","0",",7","30",",7","1",",7","57",",7,23,",,,,,"0.38",",,7,12,","94",",7,27,","450",,,,"0",",7",,,,,,,,,,,"0.60",",,,7",,,"74.4",",7","80.5",",,,7","68.4",",,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2017-05",,,"908",,"357","1,7","6",",7","4",",7",,,,,"0","1,7","0","1,7","0","1,7","30","1,7","0","1,7","59","1,7,05,",,,,,"5.18",",,7,29,","86","1,7,29,+","450",,,,"0","1,7",,,,,,,,,,,"6.78",",,,7",,,"76.9","1,7","82.9","1,,,7","71.0","1,,,7",,,,,,,,
"USC00417176","PORT ARANSAS 11 SSW, TX US","27.6998","-97.158","1.8","2017-06",,,"1440",,"533",",7","9",",7","8",",7",,,,,"0",",7","0",",7","0",",7","30",",7","10",",7","66",",7,01,",,,,,"4.20",",,7,26,","97",",7,22,","450",,,,"0",",7",,,,,,,,,,,"7.62",",,,7",,,"82.8",",7","88.1",",,,7","77.4",",,,7",,,,,,,,
