Site Name,Longitude,Latitude,Correlation,P-value
Garinger High School,80.75,35.25,-0.009012047211179756,0.8486357210607822
Garrett Jr. High,114.75,36.0,0.3464834078294239,1.1205643302232932e-11
Gary- Burr St./ pumping station near truck stop,87.25,41.75,-0.017934281948387344,0.8497866426282127
Gary- Madison St./ Gary Water/ IN American Water Co.,87.25,41.75,-0.021122172216797443,0.8036647906253214
Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,87.25,41.75,-0.008028515802717982,0.862477186841526
Gateway Regional Medical Center,90.25,38.75,0.15190997610741167,0.1255700593749689
Geismar,91.0,30.25,0.2983799752552173,0.004747939759841978
General Coffee,82.75,31.75,0.2249314851931562,0.00020500830030742973
Gifford,82.0,39.25,0.28405032216491805,3.8165319189528636e-07
Gillette SLAMS site,105.75,44.25,0.034787548476700285,0.34794581112480794
Gilroy,121.75,37.0,0.055373575464433014,0.298136947438432
Glacier NP - West Glacier Horse Stables,114.0,48.75,-0.05750546185671476,0.7466672610835012
Glendive,104.75,47.0,0.12560078591418106,0.8125895323339634
Glendora,117.75,34.25,0.03983162909874714,0.4486749423294569
Globeville,105.0,39.75,-0.05997890194529585,0.26241335826221024
Goleta,119.75,34.25,0.1746517285138917,0.0015472528432386972
Grand Island NDOT,98.25,41.0,0.0013789309973942074,0.9795220272604257
Grand Portage Band,89.75,48.0,0.07703487312136814,0.04248329348557034
Grangeville,116.0,46.0,0.09548372557201906,0.07317958458662309
Grass Valley-Litton Building,121.0,39.25,0.0834395916289991,0.11300709646473564
Great Basin NP - Maintenance Yard,114.25,39.0,0.0179292837122619,0.9125618730343826
Great Falls Overlook Park,111.25,47.25,0.10503621757798655,0.048619935219550055
Great River Bluffs,91.25,44.0,-0.14607760378616674,0.19603095119598907
Great Smoky Mountains NP - Look Rock,84.0,35.75,0.15604406251116365,0.002378382318155781
Greeley - Hospital,104.75,40.25,-0.06146551380207742,0.2500692463983367
Green Valley,115.0,36.0,0.1017849118994336,0.052018967414240634
Greenfield 16 Barr Ave,72.75,42.75,-0.0449482029870307,0.34360668215398515
Greenville ESC,82.25,34.75,0.025098112740116873,0.5040324546212486
Guadalupe Mountain NP - Federal Aviation Administration,104.75,31.75,0.04148643183614328,0.8186896555854966
Gulfport Youth Court,89.0,30.25,0.16395122408621451,0.0017753641814412576
Gwinnett,84.0,34.0,0.07578919851038936,0.1490011616317383
HAMILTON - PS 46,114.25,46.25,-0.006821797529375504,0.8969415077603199
HANNOVER,101.25,47.25,0.035843594388713915,0.495416539050314
HARRIMAN HIGH SCHOOL,84.75,36.0,0.10580326203752694,0.04574992897272745
HARRINGTON BEACH PARK,87.75,43.25,-0.06767835253379044,0.19827770628829053
HAZARD,83.25,37.25,0.06856141512938027,0.19124349153884457
HEALDTON LAKE,97.25,34.25,0.09970242796284351,0.07047874841632683
HERITAGE PARK,94.75,38.75,0.07803301537789363,0.13675755540380774
HIDDEN VALLEY,112.0,33.0,0.0923142027157964,0.07379243459871586
HOLTSVILLE,73.0,40.75,-0.04836235820390662,0.4734144068448897
HOMESTEAD FIRE STATION,80.25,25.25,0.03323665635257357,0.3792450269938113
HOPKINSVILLE,87.25,37.0,-0.014469440784335685,0.7852779565425676
HORICON WILDLIFE AREA,88.75,43.25,-0.048973742150742,0.2961622174093795
HOT SPRINGS,93.0,34.25,0.13046418349460073,0.14374779181852207
HU-Beltsville,77.0,39.0,0.06690178863727861,0.14331332642890557
HUNTSVILLE OLD AIRPORT,86.75,34.75,0.07494181502334192,0.09548112152300894
Hagerstown,77.75,39.75,0.051819659341964946,0.33582008467342506
Hammond,90.25,30.75,0.2058124830776688,0.01583091744671679
Hammond- 167th St,87.25,41.75,-0.011014515955627191,0.7706462786446822
Hamshire,94.25,29.75,0.08735559765972542,0.10376987182933482
Hanford-Irwin,119.75,36.25,-0.04673586676815559,0.37661523619398113
Harding High School,93.0,45.0,-0.05750482280741538,0.08095389026036215
Harrisburg,76.75,40.25,0.023668029667494383,0.6323436048395291
Harrison,79.75,40.75,0.41911087535440966,2.833720381351355e-06
Harrisville,112.0,41.25,-0.031370997911831865,0.4039211653086653
Harvard Yards,81.75,41.25,0.3407756075573938,2.980085663277201e-10
Hattie Avenue,80.25,36.0,0.03594852399355973,0.4483587286376872
Hattiesburg,89.25,31.25,0.1003964361498349,0.03996437594035448
Havre,109.75,48.75,0.019862152915020637,0.7726693938815249
Haws Athletic Center,97.25,32.75,0.19152425380898289,0.00028966675349694626
Hawthorne,111.75,40.75,-0.045724917895400924,0.13334975068759017
Hayes School,90.75,41.75,-0.018755131673223138,0.8402436565446345
"Hebron, Colorado",106.25,40.75,0.10570422989720077,0.14033957727216884
Hendersonville Ozone Site at Old Hickory Dam,86.75,36.25,-0.008956622896469181,0.8530787823097827
Hermiston - Municipal Airport (HMA),119.25,45.75,0.09342185925235409,0.07668318451958327
Hernando,90.0,34.75,0.16961774896425894,0.001255351766791204
Herriman #3,112.0,40.25,0.003964596842392942,0.914841051570362
Hershey,76.75,40.25,-0.03523012397339065,0.6303242484416407
Hickory Water Tower,81.25,35.75,0.046251620586269124,0.26241099814189234
Highland View Elementary School,82.25,36.75,0.08798485883737511,0.35847908213210794
Hillcrest High School,93.25,37.25,0.09695495672593386,0.027347116768806256
Hillcrest Middle School,82.25,34.75,0.06850660022464092,0.29668708196780297
Hillsboro - Hare Field,123.0,45.75,-0.04016004135359747,0.30218659081249677
Hinds CC,90.25,32.25,0.0882263093895219,0.09236287743619843
Holbrook,80.25,39.75,0.030961804828084957,0.7135535018196978
Holland,86.25,42.75,0.08333505102187257,0.13443536342272025
Hollister,121.25,36.75,0.2084308767895629,6.914253877522224e-05
Hoopa Valley Reservation,123.75,41.0,0.28146506046945396,0.0006319813968403944
Horn Point,76.25,38.75,0.0423698610845131,0.4274339539582344
Houma,90.75,29.75,0.07753475925128658,0.47796745671484453
Houston Aldine,95.25,30.0,0.07892310377365425,0.1255844589860893
Houston Bayland Park,95.25,29.75,0.19451105467388746,0.0002004339539883687
Houston Deer Park #2,95.25,29.75,0.1751336782877343,0.0008751838602115432
Houston East,95.25,29.75,0.13803362703723046,0.008824226388625392
Houston North Loop,95.25,29.75,0.18955788335267662,0.00042393950509983725
Houston North Wayside,95.25,29.75,0.09779112187735628,0.07006388041532115
Houston Westhollow,95.75,29.75,0.24898882518949167,2.84203683350538e-06
Howard County Near Road,76.75,39.25,0.026870269182227197,0.6133513468322979
Huntley Place-Hartford,72.75,41.75,-0.04098910253987539,0.3992969187976195
Huron,120.0,36.25,0.053781006185415405,0.30818734881844523
I-25,105.0,39.75,-0.04087289264853057,0.41847822171917126
I-610,90.0,30.0,0.1361705993882222,0.05899126964624277
IEPA TRAILER,88.0,42.0,-0.02019367782330885,0.49578385445860573
IEPA-RAPS TRAILER,90.25,38.75,0.021114835161690503,0.6896890694450931
"IOWA CITY, HOOVER SCH.",91.75,41.75,-0.03174201890106412,0.2959760562755193
IRMO,81.25,34.0,-0.05108222509746264,0.5211995224337227
IS 45,74.0,40.75,-0.054042705483198665,0.477509631180684
IS 52,74.0,40.75,-0.037904712838592286,0.4058708105792759
IS 74,74.0,40.75,-0.02138172612030796,0.7838780680948967
ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),122.0,47.75,0.17476359096461253,0.022243055268215076
ISU HARRIS PHYSICAL PLANT,89.0,40.75,-0.019467966416540642,0.6002368226509319
ISWS CLIMATE STATION,88.25,40.0,-0.014029366356448391,0.7594063027169019
IVA,123.75,42.0,0.4502747409640833,0.004023419208263479
Idaho City,115.75,43.75,-0.09174510291564111,0.08431938756916245
Idaho Falls,112.0,43.25,0.04129117363236443,0.4393040424237672
Indpls-  School 21/ Florence Fay School 21,86.0,39.75,0.04285277909810545,0.6464080849019712
Indpls- W. 18th St./ Ernie Pyle School 90,86.25,39.75,0.010197098322192087,0.8120889114063532
Indpls- Washington Park/  in parking lot next to police station,86.0,39.75,0.002229706387821778,0.9609371926567657
Indpls- West St.,86.25,39.75,0.02977212072189543,0.7510514070828752
Indpls.- I 70,86.25,39.75,-0.011262546986394846,0.8057932007802557
Inland Port,112.0,40.75,-0.06208438224851718,0.23673239840001903
Intermediate School 143,74.0,40.75,-0.044202554942928095,0.44635586846976444
Irmo DJJ,81.0,34.0,0.04399193761518479,0.24406068227465785
Irving Elementry School,96.25,42.25,0.03870853426720718,0.6772913014890655
Isla Blanca State Park Road,97.25,26.0,0.10619045681981457,0.043182326687629294
JEFFERSON,106.75,35.25,-0.08569354615615986,0.10649562958276182
"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",84.0,43.75,-0.027216087720462002,0.6052654558905597
JERSEYVILLE WATER TREATMENT PLANT (WTP),90.25,39.0,0.020186472989462273,0.7006980448196338
JFK,94.75,39.0,0.08146350573648581,0.09827691159836742
JHS 126,74.0,40.75,-0.044175995849524,0.6304262929724872
JLG SUPERSITE,112.0,33.75,-0.08354281377773336,0.07097587223467276
Jackson NCORE,90.25,32.25,0.13597555596388686,0.0031392786056416095
Jackson Pike WWTP,83.0,40.0,0.12636874686211008,0.05152626567280755
Jackson Road,82.25,27.0,0.23562325586841362,1.2886128226001659e-10
Jackson SLAM site,110.75,43.25,0.04172749330812122,0.26615690001862186
Jacobs,124.25,40.75,0.05885164731093628,0.5794907478540916
Jarbidge Wilderness,115.25,42.0,-0.12608671184763703,0.4443593518484863
Jasper PO,87.0,38.25,-0.007931032736201266,0.8924701694602563
Jean,115.25,35.75,0.07503655721055474,0.15366071626311406
Jeffersonville- Bates-Bowyer Ave.,85.75,38.25,-0.010614405063136446,0.8154485615998354
Jenison,85.75,43.0,0.023082994069421985,0.6642483713925592
Jerome Mack-NCore,115.0,36.25,0.023926350311166453,0.5579338258578883
Jersey City Firehouse,74.0,40.75,-0.05653573830334959,0.15088221500040686
Joe Neal,115.25,36.25,0.0779960121779182,0.13803230015473836
John Chesnut Sr. Park - East Lake,82.75,28.0,0.23748001601601673,3.581412215597968e-10
John Day Dayton (JDD),119.0,44.25,-0.13409332475308341,0.010327857430624785
Johnstown,79.0,40.25,0.11118349632905383,0.0009864266214738148
Joshua Tree NP - Black Rock,116.25,34.0,-0.03112690919589031,0.8487861972270845
KALAMAZOO FAIRGROUNDS,85.75,42.25,0.013209133646374164,0.8054910499338624
KANE COUNTY HEALTH DEPT,88.25,41.75,-0.007361408649230318,0.9358607045182041
KENDALL,80.25,25.75,0.09061990995072366,0.015283984654321302
KENNEWICK - METALINE,119.25,46.25,0.15632060902049152,0.0027472556460360355
KENT - JAMES & CENTRAL,122.25,47.25,0.051789174045267096,0.34539111658229765
"KEOKUK, FIRE STATION",91.25,40.25,0.3567935193207348,0.005136985393035578
KNI,95.75,39.0,0.02909754005957665,0.5874516174121437
Kaiser Wilderness,119.25,37.25,,
Kamiah,116.0,46.25,-0.09228560072888752,0.09470073541784937
Karnack,94.25,32.75,0.21054073975492857,6.707095722946245e-05
Kaufman,96.25,32.75,0.23133314121038934,1.098091006267548e-05
Keeler,117.75,36.25,0.056644764141924216,0.23358639772198198
Kemmerer Mobile,110.75,41.75,-0.03870907976864898,0.3057577495172532
Kenner,90.25,30.0,0.06042193338240795,0.22674418700311993
Kennesaw,84.75,34.0,0.1001403858361933,0.17384671804408267
Ketchum,114.25,43.75,0.015364694441040714,0.7726594552634435
King Greenleaf Rec Center,77.0,39.0,0.041673242166579645,0.43311966859785866
Kingery Near Road #1,87.75,41.75,-0.025300282845477355,0.6299619593659438
Kingsport PM 2.5 monitor,82.75,36.75,0.07325800775883741,0.16842885876024546
Kittanning,79.75,40.75,0.24597891014635306,2.2422722008724347e-06
Klamath Falls - Peterson School,121.75,42.25,0.0726846232455213,0.017621177749480434
Kokomo- E. Vaile Rd.,86.0,40.25,-0.029979823148831502,0.4381543068510868
Kooker Park,81.75,30.25,0.14507553082500868,8.944164204289048e-05
LACAROSSE - HILL ST,117.75,46.75,0.043010661152982674,0.41262772361575073
LACEY - COLLEGE ST,122.75,47.0,0.15324226547732003,0.0039015532999433448
LACROSSE - DOT BUILDING,91.25,43.75,-0.012896078816603287,0.8105491584948127
LAKE FOREST PARK TOWNE CENTER,122.25,47.75,0.1204462737741415,0.02135689892628841
LAKE SUGEMA STATE PARK II,92.0,40.75,0.12819319904705725,0.00022670196280824467
LANSING / FILLEY STREET,84.75,42.75,0.009394841123635176,0.8536495404482778
LAT/LON POINT IS CENTER OF TRAILER,75.25,40.75,-0.006230471416664366,0.8986971336410648
LAT/LON POINT IS TRAILER,79.75,40.25,0.014983489120757018,0.8551115436650184
LAURAL OAKS ELEMENTARY,81.75,26.25,0.1224533039665665,0.0011134290180097872
LAWTON NORTH,98.25,34.75,0.03253404256969008,0.5440902042133798
LEAVENWORTH - EVANS ST,120.75,47.75,0.1708267742409563,0.0011567586620672642
LEBANON AIRPORT ROAD,72.25,43.75,-0.06754562338226985,0.2055087402676008
LEXINGTON PRIMARY,84.25,38.0,0.09116980275092121,0.08195628486034055
LIBERTY SCHOOL,87.75,41.75,-0.0024589420790718103,0.9603624814972026
LOCATED ABOUT 1/4 MILE WEST OF SITE,85.0,44.25,-0.014612719114432137,0.7844005716336879
LONGMONT - MUNICIPAL BLDG,105.0,40.25,-0.05093452859238206,0.28095375919614907
LONGVIEW - 30TH AVE,123.0,46.25,0.030721946342749776,0.5585027800027415
LOSTWOOD NWR,102.25,48.75,0.08703059856066274,0.08290288968217913
LOUDONVILLE,73.75,42.75,-0.0207325184949369,0.8657265141774871
LYNCHBURG CITY WATER TOWER,79.25,37.25,0.12794571975739064,0.16553414119087148
LYNN WATER TREATMENT PLANT,71.0,42.25,-0.018055641411172007,0.731355604952974
La Casa,105.0,39.75,-0.025337255972239934,0.5894333637317197
La Grande Hall and N St. (LHN),118.0,45.25,0.0486231176183371,0.3542874892395053
Ladue,90.25,38.75,0.012188434894446857,0.7682353617478936
Lafayette / USGS,92.0,30.25,-0.13449893762091214,0.012529883559515233
Lafayette- Greenbush St./ Cinergy Substation,86.75,40.25,-0.016767006142491554,0.7552829784614266
Laird Eng Bldg,80.75,41.25,0.34188508811103313,1.0230286331522565e-14
Lake City - Veteran's Domicile,82.75,30.25,0.19870734034831414,1.6083526371856208e-07
Lake Elsinore,117.25,33.75,0.09766956196709536,0.06267924940861729
Lake Ilo,102.75,47.25,0.049636716332683704,0.3449994227663835
Lake Montebello,76.75,39.25,0.006571016800359492,0.8868980831746358
Lake Park,112.0,40.75,-0.07163325697074614,0.17206074346922337
"Lakeview, CENTER & M ST.  (LCM)",120.25,42.25,0.007217418801977908,0.8445017581964385
Lamstein Lane,80.25,26.75,0.10889701756060505,0.00321955637478117
Lancaster,76.25,40.0,0.0035889233903145705,0.9171311147089966
Lancaster - Fairgrounds,118.25,34.75,0.08793163089918883,0.10051792133883188
Lancaster Downwind,76.0,40.0,-0.0168473027776856,0.6538156794332503
Lander SLAM site,108.75,42.75,-0.11659413318845684,0.001601848252210202
Laney College,122.25,37.75,0.05674294404169236,0.28496693269944734
Lapwai,116.75,46.25,0.030061842966083094,0.5806767356675463
Laramie County Mobile,104.75,41.0,-0.05429871195094656,0.17345537528308685
Laramie I-80 Mobile,105.75,41.25,0.24989996826405667,0.09394366693436201
Laramie SLAMS,105.75,41.25,0.017957122057855154,0.621577553704048
Larwill- Whitko Career Academy,85.75,41.25,-0.01896841642851535,0.6807196599438365
Lassen Volcanic NP - Manzanita Lake Fire Station,121.75,40.75,0.1626494969085147,0.3904768541013674
Laura MacArthur School,92.25,46.75,0.013719930958300519,0.7120863538789816
Lava Beds National Monument,121.75,41.75,0.14185091680430867,0.4163062318887426
Lawrenceville,80.0,40.25,0.4833519885830908,2.0604470282325993e-29
Lebanon,84.25,39.25,0.019453256563512433,0.5316794580813294
Lebec,118.75,34.75,0.15017696850908266,0.004809323600177637
Lebec-Peace Valley/Frazier Park Roads,119.0,34.75,-0.12099422646517165,0.4570532164393398
Lee District Park,77.0,38.75,0.03481298150919831,0.5049837495339385
Leech Lake Nation:,94.75,47.25,0.07442441521579087,0.045899537560361664
Leeds,86.75,33.75,0.19731643193799908,2.340090370488715e-05
Leggett,77.75,36.0,-0.024290470502872228,0.6483031732937882
Lewiston,117.0,46.25,0.014435265148047506,0.787549601174218
Lewistown,109.25,47.0,0.10002858233099089,0.05690951107403679
Lexington water tower,80.25,35.75,0.013178669088302604,0.7914660477829089
Libby Courthouse Annex,115.75,48.25,-0.06346702634555389,0.22643374149085246
Liberty,94.25,39.25,0.23669378740629765,1.796857315529077e-15
Liberty High School,115.25,36.0,0.11045239350286125,0.03490920660944087
Lima,84.0,40.75,0.02475705743007102,0.6163264759638856
Lincoln-2885 Moore Road,121.25,38.75,0.039645004101046565,0.49538395836383625
Lindon,111.75,40.25,-0.03032800170260688,0.4016096488475457
Linville Falls,82.0,36.0,0.16001932495334706,0.3239693572521354
Lockeland,86.75,36.25,-0.012872650210214031,0.713493733430064
Lone Pine Paiute-Shoshone Reservation,118.0,36.75,0.021669852660460957,0.6807129095312964
Long Beach-Route 710 Near Road,118.25,33.75,-0.012388605958373392,0.7591370646956045
Los Angeles-North Main Street,118.25,34.0,0.04558375880445576,0.21991740630478862
Loudon Middle School ozone monitor,84.25,35.75,0.09982129295437989,0.013489902666627819
Lower Price Hill,84.75,39.0,0.021360925946818723,0.6409732756356867
Lubbock 12th Street,101.75,33.75,0.0628540111220179,0.23160422975883727
Lyebrook,73.0,43.0,0.15372109468997425,0.35013687195210985
Lyons Mary-Lynn Elementary (LML),122.75,44.75,-0.024423495929368346,0.6446449844554138
MADISON - UNIVERSITY AVE WELL #6,89.25,43.0,-0.034609937507824005,0.5097985539481362
MADISON EAST,89.25,43.0,-0.03624085850122888,0.46427753423587514
MARION,90.25,35.25,0.12898659157282347,0.006743037072574809
MARION HEALTH CARE HOSPITAL,80.25,39.25,0.6065566705889864,2.354507576944633e-10
MARSH ELEMENTARY ON THE ROOF,87.0,41.75,-0.042430678078024316,0.6468196673218982
MARTINSBURG BALL FIELD,78.0,39.25,0.14750716437139244,0.19164259673983736
MARYSVILLE - 7TH AVE (Marysville Junior High),122.25,48.0,0.16501861103565058,8.55636876461142e-06
MASPETH LIBRARY,74.0,40.75,-0.05307284670888845,0.31664341864479617
MAYFAIR PUMP STATION,87.75,42.0,0.0016769614622220402,0.9856208582219318
MCFARLAND HILL Air Pollutant Research Site,68.25,44.25,-0.07652030136897121,0.09231603473786773
MCKINLEY SCHOOL,88.25,42.0,-0.06300277119798284,0.49791522933246146
MCMILLAN  NCore-PAMS,77.0,39.0,0.01940705790495311,0.6563737653469155
MENA,94.25,34.75,0.1110713565935195,0.22715063193633356
MESA,111.75,33.25,-0.03266774516526994,0.5355462009867069
MESA - PEPOIT WAY,119.0,46.75,0.14015871446661338,0.008456772894991872
MICMAC HEALTH DEPARTMENT,68.0,46.75,-0.08790638619114105,0.10668440786598496
MIDDLESBORO,83.75,36.75,0.07261024552897659,0.16627079070368148
MILLER STATE PARK,72.0,42.75,-0.07263704451847593,0.12431984285461442
MILWAUKEE - COLLEGE AVE. NR,88.0,43.0,-0.06933589049918576,0.18626548091725006
MILWAUKEE - SIXTEENTH ST. HEALTH CENTER,88.0,43.0,-0.06634181042607291,0.15771943506052427
"MOMS, ADEM",86.25,32.25,0.2763267188620547,3.138111793185222e-08
MOORE WATER TOWER,97.25,35.25,0.049196646588277444,0.34863289311041423
MOOSEHILL SCHOOL,71.25,42.75,-0.056629272075898095,0.22746297070966934
MORRISANIA,74.0,40.75,-0.04612719946761854,0.38420283074129474
MOSES LAKE - BALSAM ST,119.25,47.25,0.11739365315845658,0.02490519216232532
MSLA Boyd Park,114.0,46.75,0.012968440395506804,0.8057608954630159
MT VERNON - 2ND AVE,122.25,48.25,0.17294799047942408,0.001000818688024353
"MULTORPOR-Ski Bowl, Mt. Hood Wilderness",121.75,45.25,0.020577066312992696,0.8046141060609364
MUSCATINE HS - East Campus School Roof,91.0,41.25,-0.0033301445173110297,0.9455559952672322
"MUSCATINE, GREENWOOD CEMETARY",91.0,41.25,0.03349135400320903,0.7164994042302415
"MUSCATINE, MUSSER PARK",91.0,41.25,0.06758707098268522,0.467103391648103
Macon-Alllied,83.75,32.75,0.13688070617630949,0.01069129317316168
Macon-Forestry,83.75,32.75,0.1247366147354435,0.006157474838755551
Madera-City,120.0,37.0,0.018728091379097693,0.72286622653383
Madisonville,90.25,30.25,0.2224553642466757,2.2183623007884384e-05
Madras Westside School,121.25,44.75,0.07456539003746168,0.155124052327124
Malta,107.75,48.25,0.007838847742391072,0.8813566997917054
Mammoth,119.0,37.75,-0.11130285228652764,0.31052403049292854
Mammoth Cave NP - Houchin Meadow,86.25,37.25,0.29820234478686997,0.022989912285371464
Mandarin,81.75,30.25,0.1254798611232446,0.0007026224894328934
Manteca,121.25,37.75,-0.027298975906412202,0.6056752614089063
Maple Canyon,83.0,40.0,0.19522355230070285,0.000732562878084053
Marcellus,80.25,40.25,0.06213408898997902,0.45004001052177856
Marcus Hook,75.25,39.75,-0.013857823312747191,0.7952850903242263
Marrero,90.0,30.0,0.0755682524085389,0.3484511699128713
Mary Snow School,68.75,44.75,-0.057745437527874456,0.28132268840498065
Maryville PM 2.5 monitors,84.0,35.75,0.14131285980401698,0.007244593396063695
MathScience Innovation Center,77.25,37.75,0.037634109048864994,0.38276101211996744
Mayo Clinic,81.25,30.25,0.09847572300547491,0.0077543636672121816
Mazatzal Wilderness - Ike's Backbone,111.75,34.25,0.07296269677332222,0.7288927113240656
McALESTER MUNICIPAL AIRPORT,95.75,35.0,0.06898925785888131,0.16477775696120922
McAdory,87.0,33.25,0.3488648909544611,0.0008648482300477585
McAuliffe Park,72.75,41.75,-0.04067940377908174,0.4416133407937686
McCall,116.0,45.0,-0.04365192086339286,0.4122415249998654
McDonough,84.25,33.25,0.11900948430133644,0.023735708294445684
Meadow and Bank Streets,73.0,41.75,-0.03106973554171388,0.5540559906990888
Mechanicsburg- Shenandoah HS/ behind the football field,85.75,40.0,-0.04469961802809752,0.3414377707645198
Medford at Talent (South of Medford) - (TAL),122.75,42.25,0.07943079223811456,0.12984533294241238
"Medford, Welch and Jackson.",123.0,42.25,0.034171795754296935,0.4681404433942422
Melbourne,80.75,28.0,0.14241428718639865,0.00011295894317230448
Memphis NCORE site,89.75,35.25,0.12875806599681494,0.007651170634390053
Mendenhall School,79.75,36.0,0.03412680042426696,0.5215765133836231
Merced-Coffee,120.25,37.25,-0.03801449386688491,0.4727452782710402
Merced-M St,120.25,37.25,0.0034989846984275976,0.9473258440794634
Meridian - St. Luke's,116.25,43.75,0.026691508737578386,0.5757062502159009
Mesa Verde NP - Resource Management Area,108.25,37.25,0.3764257302185598,0.0009481133847919369
Miami Fire Station,80.25,25.75,0.11181751074988652,0.0019929464762962028
Miles City - Pines Hills,105.75,46.25,0.03226466926082249,0.5389105431471323
Military Park (GHIB),83.0,42.25,0.018215904132070387,0.7319621096210986
Millbrook School,78.75,35.75,-0.008255118249928335,0.8636878060357721
Millington,75.75,39.25,0.007488242100250004,0.8880335166919986
Millville,75.0,39.25,-0.01322606996313312,0.8069017787167494
Mira Loma (Van Buren),117.25,34.0,-0.0023983786438806567,0.9511112120532887
Mission,98.25,26.25,-0.23379649742298828,0.3077231224272588
Modesto-14th Street,121.0,37.75,-0.03670883669722479,0.45469089823773784
Mohawk Mt-Cornwall,73.25,41.75,-0.07229292294832206,0.11294169580331016
Mojave - CA 58 Business,118.25,35.0,0.06432730604030452,0.6819398981674647
Mojave-Pat Avenue,118.25,35.0,0.12362724992964061,0.03535382248936466
Monroe / Airport,92.0,32.75,0.30899389190081755,0.0025813285472743907
Morongo Air Monitoring Station,116.75,34.0,0.05952085814885304,0.23085570943466782
Morse Airport - State of Vermont Property,73.25,43.0,-0.08144203962545701,0.12349102724162074
Moscow,117.0,46.75,0.055840629729858114,0.2933902009755384
Mount Baldy,109.25,34.0,0.09226945883761864,0.5712110814999215
"Mount Rainier National Park, Tahoma Woods",122.0,46.75,0.24230289815529288,0.13196103539209378
Mountains Edge Park,115.25,36.0,0.0626947866472148,0.2321458397178613
Muncie- Central HS,85.25,40.25,0.05972333145325154,0.5316295529179491
Munro Street (Near-Road),82.25,28.0,0.17414166114930493,2.3565198569930617e-06
Muscatine HS - East Campus School Trailer,91.0,41.25,0.0008524119539293983,0.9819365320866765
NASA Langley Research Center,76.25,37.0,0.028156847155951705,0.5928464145368965
NCORE,147.75,64.75,-0.02018943615170795,0.6929185455886686
NCORE - Sieben Flats,112.0,46.75,0.0990009819146589,0.03496107723068737
NEWBURGH,74.0,41.25,-0.038685703146019323,0.40373220625577305
NEWPORT,91.25,35.75,0.20577225597389265,0.024151264478043347
NMH48217 NEW MT HERMAN CHURCH,83.25,42.25,-0.015865231583250435,0.799795403843022
NOAA,76.25,36.75,0.0058071596768075025,0.9533452956785249
NOGALES POST OFFICE,111.0,31.25,-0.11375705381148535,0.021875630126279393
NORTH BEND - NORTH BEND WAY,121.75,47.25,0.26199410249395905,5.538269176941411e-07
NORTH PHOENIX,112.0,33.75,-0.0738058067835321,0.16112246738033253
NORTH TULSA - FIRE STATION#24,96.0,36.25,0.017276848202308234,0.6920456892021711
NORTH VALLEY,106.75,35.25,-0.07694389610932911,0.1485385015089366
NORTHBROOK WATER PLANT,87.75,42.25,-0.053259721102851584,0.2421964702124499
NORTHERN KENTUCKY UNIVERSITY (NKU),84.25,39.0,0.07798082626868377,0.08059610324937998
NR-285,84.25,33.75,0.12923684767936605,0.03280150054626987
NR-GA Tech,84.25,33.75,0.11757822440744416,0.012761633793238122
Nampa - Fire Station,116.75,43.75,-0.11519629783658197,0.09201246961718121
Nampa - Ridgecrest,116.75,43.75,-0.004262073754624399,0.9319421416034299
National Seashore,97.25,27.25,0.27318281208531114,4.6560331984516906e-07
Natural Bridge Ranger Station,79.75,37.75,0.33019138338110704,0.037447224259945386
Nazlini,109.25,36.0,0.13246051214931073,0.18445765842324136
Neah Bay 2-Makah Tribe,124.75,48.25,-0.03064456334031825,0.5594945334076864
Neale Elementary School,81.75,39.25,0.7304086163703897,2.141090689361842e-15
Near Road,77.0,39.0,-0.0379130214352731,0.11782083308532161
Near Road - Fort Lauderdale,80.25,26.25,0.09921661179395551,0.0073027559651232254
Near Road I-35,93.25,44.75,-0.041992617334629084,0.25715815726230956
Near Road I-35/I-94,93.25,45.0,-0.03384173566741458,0.36320496441934286
Near Road Site at Southwest Tennessee Community College,89.75,35.25,0.26389782589278193,0.011961374766217451
Near road (moved from Providence; Par/Hayes),71.25,41.75,0.003973289301220937,0.9406182034097856
New Albany,82.75,40.0,0.1686888887454101,0.0015145966106702529
New Garden,75.75,39.75,-0.0016615384430956155,0.9645008132731107
New Haven,82.75,42.75,0.025766694396514682,0.6260674900065062
New Orleans / City Park,90.0,30.0,0.25621266314226726,9.96681720453436e-07
North Adams,73.0,42.75,-0.05661410400077461,0.2820228250442111
North Birmingham,86.75,33.75,0.12972103394083712,0.005430509388201171
North Braddock,79.75,40.25,0.2947745560782051,6.158923553887996e-11
North Charleston Fire Station,80.0,32.75,0.13075899005437375,0.00041959752036657867
North East Waste (NEW),75.0,40.0,-0.018262854500778847,0.6258859505418957
North Hollywood (NOHO),118.25,34.25,0.029710813658779332,0.5715282290462728
North Pole Fire Station #3,147.25,64.75,-0.04403096529481729,0.3205258322820682
Northampton County,77.75,36.75,0.033053327657041,0.5336104397821253
ODOT Ironton,82.75,38.75,0.23601732265474606,1.5847546708420833e-07
OKC NORTH,97.25,35.75,0.049236577446100965,0.2872890789042438
OLUSTEE,82.25,30.25,0.2259343204781185,1.2690982362444721e-09
ON GOLDEN HILLS ELEMENTARY ROOF,96.0,41.25,-0.02585460088245962,0.6268329712848951
